champion_name,tier,win_ratio,ban_ratio,pick_ratio,annie,olaf,galio,twistedfate,xinzhao,urgot,leblanc,vladimir,fiddlesticks,kayle,masteryi,alistar,ryze,sion,sivir,soraka,teemo,tristana,warwick,nunu,missfortune,ashe,tryndamere,jax,morgana,zilean,singed,evelynn,twitch,karthus,chogath,amumu,rammus,anivia,shaco,drmundo,sona,kassadin,irelia,janna,gangplank,corki,karma,taric,veigar,trundle,swain,caitlyn,blitzcrank,malphite,katarina,nocturne,maokai,renekton,jarvaniv,elise,orianna,monkeyking,brand,leesin,vayne,rumble,cassiopeia,skarner,heimerdinger,nasus,nidalee,udyr,poppy,gragas,pantheon,ezreal,mordekaiser,yorick,akali,kennen,garen,leona,malzahar,talon,riven,kogmaw,shen,lux,xerath,shyvana,ahri,graves,fizz,volibear,rengar,varus,nautilus,viktor,sejuani,fiora,ziggs,lulu,draven,hecarim,khazix,darius,jayce,lissandra,diana,quinn,syndra,aurelionsol,kayn,zoe,zyra,kaisa,seraphine,gnar,zac,yasuo,velkoz,taliyah,akshan,camille,braum,jhin,kindred,jinx,tahmkench,viego,senna,lucian,zed,kled,ekko,qiyana,vi,aatrox,nami,azir,yuumi,samira,thresh,illaoi,ksante,ivern,kalista,bard,rakan,xayah,ornn,sylas,rell,neeko,aphelios,pyke,sett,vex,yone,gwen,lillia,hwei,briar,naafiri,milio,nilah,belveth,renata,zeri
ziggs,5 Tier,0.49939999999999996,0.0036,0.0144,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.69,-1.0,-1.0,44.64,-1.0,-1.0,49.39,53.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.35,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.96,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.22,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.33,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.87,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.14,46.38,-1.0,-1.0,50.98,-1.0,-1.0,-1.0,-1.0,-1.0,47.81,-1.0,46.6,-1.0,-1.0,-1.0,49.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.43,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.0,-1.0,-1.0,-1.0,-1.0,46.51,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
draven,4 Tier,0.48700000000000004,0.11789999999999999,0.049400000000000006,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.74,-1.0,-1.0,50.06,-1.0,-1.0,45.01,49.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.73,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.32,-1.0,-1.0,47.07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.47,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.62,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.46,-1.0,-1.0,-1.0,-1.0,47.27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.97,45.45,-1.0,-1.0,47.43,-1.0,-1.0,-1.0,-1.0,-1.0,46.25,-1.0,47.12,-1.0,-1.0,42.41,49.33,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.0,-1.0,-1.0,-1.0,-1.0,49.02,-1.0,-1.0,45.81,-1.0,-1.0,-1.0,-1.0,54.39,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.38,-1.0,-1.0,60.0
kaisa,4 Tier,0.4677,0.024700000000000003,0.11779999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.05,-1.0,-1.0,47.36,-1.0,-1.0,42.87,46.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.18,-1.0,40.87,46.49,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.55,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.55,-1.0,-1.0,-1.0,-1.0,48.22,-1.0,47.06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.32,-1.0,-1.0,44.82,-1.0,-1.0,-1.0,-1.0,-1.0,46.44,-1.0,45.44,-1.0,-1.0,44.76,47.32,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.93,-1.0,-1.0,-1.0,-1.0,47.05,-1.0,-1.0,45.13,-1.0,-1.0,-1.0,-1.0,47.02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.08,-1.0,-1.0,50.31
seraphine,4 Tier,0.53,0.0029,0.0111,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.21,-1.0,-1.0,51.33,-1.0,-1.0,49.25,50.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.73,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.32,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.68,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.3,-1.0,-1.0,-1.0,-1.0,53.03,-1.0,55.69,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.6,-1.0,-1.0,-1.0,51.35,-1.0,-1.0,-1.0,-1.0,-1.0,53.88,-1.0,53.64,-1.0,-1.0,49.18,53.19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.66,-1.0,-1.0,-1.0,-1.0,48.72,-1.0,-1.0,56.32,-1.0,-1.0,-1.0,-1.0,47.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.0,-1.0,-1.0,-1.0
yasuo,4 Tier,0.5168,0.0278,0.0202,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.35,-1.0,-1.0,50.72,-1.0,-1.0,47.45,50.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.74,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.71,52.38,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.59,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.58,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.4,-1.0,-1.0,-1.0,-1.0,51.02,-1.0,49.66,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.51,45.71,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.84,-1.0,50.83,-1.0,-1.0,-1.0,50.08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.87,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.36,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.71,-1.0,-1.0,-1.0
jhin,OP Tier,0.5168,0.0493,0.1989,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.0,-1.0,-1.0,51.53,-1.0,-1.0,48.29,52.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.64,-1.0,45.75,51.87,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.98,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.95,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.68,-1.0,-1.0,-1.0,-1.0,52.27,-1.0,53.74,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.35,45.27,-1.0,-1.0,50.08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.17,-1.0,-1.0,46.49,51.74,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.36,-1.0,-1.0,-1.0,-1.0,53.03,-1.0,-1.0,54.97,-1.0,-1.0,-1.0,-1.0,53.07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.21,-1.0,-1.0,56.95
jinx,2 Tier,0.5115,0.0123,0.10490000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.31,-1.0,-1.0,51.23,-1.0,-1.0,46.41,50.83,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.09,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.26,50.13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.28,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.41,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.81,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.56,-1.0,-1.0,-1.0,-1.0,52.85,-1.0,52.48,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.55,46.38,-1.0,-1.0,49.18,-1.0,-1.0,-1.0,-1.0,-1.0,49.14,-1.0,-1.0,-1.0,-1.0,43.74,52.17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.15,-1.0,-1.0,-1.0,-1.0,53.8,-1.0,-1.0,53.97,-1.0,-1.0,-1.0,-1.0,51.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.19,-1.0,-1.0,59.63
senna,3 Tier,0.5384,0.006500000000000001,0.011399999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,59.01,-1.0,-1.0,49.93,56.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.39,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.37,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.32,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.63,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.67,51.69,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.37,-1.0,55.47,-1.0,-1.0,-1.0,55.89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.36,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.38,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.0,-1.0,-1.0,52.44
lucian,3 Tier,0.49200000000000005,0.0848,0.161,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.3,-1.0,-1.0,51.67,-1.0,-1.0,45.26,49.23,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.38,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.7,-1.0,46.65,48.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.69,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.39,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.39,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.0,-1.0,-1.0,-1.0,-1.0,50.66,-1.0,50.34,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.87,44.04,-1.0,-1.0,50.44,-1.0,-1.0,-1.0,-1.0,-1.0,47.79,-1.0,48.13,-1.0,-1.0,45.43,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.35,-1.0,-1.0,-1.0,-1.0,53.38,-1.0,-1.0,51.02,-1.0,-1.0,-1.0,-1.0,50.39,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.28,-1.0,-1.0,55.63
samira,3 Tier,0.4976,0.2445,0.10830000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.33,-1.0,-1.0,51.52,-1.0,-1.0,45.09,50.95,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.77,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.17,-1.0,46.98,49.04,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.36,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.66,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.96,-1.0,-1.0,-1.0,-1.0,48.1,-1.0,53.54,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.95,49.15,-1.0,-1.0,45.91,-1.0,-1.0,-1.0,-1.0,-1.0,48.04,-1.0,46.9,-1.0,-1.0,43.33,50.03,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.41,-1.0,-1.0,47.49,-1.0,-1.0,-1.0,-1.0,51.47,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.25,-1.0,-1.0,51.33
kalista,5 Tier,0.4788,0.0067,0.019299999999999998,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.0,-1.0,-1.0,52.34,-1.0,-1.0,43.96,48.89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.73,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.43,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.47,-1.0,-1.0,-1.0,-1.0,59.09,-1.0,45.45,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.74,46.15,-1.0,-1.0,62.79,-1.0,-1.0,-1.0,-1.0,-1.0,46.84,-1.0,44.16,-1.0,-1.0,-1.0,45.31,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.91,-1.0,-1.0,-1.0,-1.0,47.73,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.87,-1.0,-1.0,59.76
xayah,4 Tier,0.48840000000000006,0.0103,0.0378,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.47,-1.0,-1.0,48.66,-1.0,-1.0,42.7,48.41,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.71,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.51,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.54,-1.0,-1.0,-1.0,-1.0,55.38,-1.0,52.71,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.01,44.44,-1.0,-1.0,44.49,-1.0,-1.0,-1.0,-1.0,-1.0,46.17,-1.0,45.64,-1.0,-1.0,52.08,49.98,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.54,-1.0,-1.0,-1.0,-1.0,47.37,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.58,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.97,-1.0,-1.0,51.23
aphelios,4 Tier,0.48840000000000006,0.0096,0.0417,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.58,-1.0,-1.0,49.53,-1.0,-1.0,44.64,48.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.91,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.84,-1.0,-1.0,-1.0,-1.0,53.85,-1.0,48.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.15,51.16,-1.0,-1.0,50.3,-1.0,-1.0,-1.0,-1.0,-1.0,46.96,-1.0,49.01,-1.0,-1.0,42.16,49.79,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.03,-1.0,-1.0,-1.0,-1.0,49.52,-1.0,-1.0,49.31,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.78,-1.0,-1.0,56.19
nilah,3 Tier,0.5318999999999999,0.0374,0.024399999999999998,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,57.89,-1.0,-1.0,54.06,-1.0,-1.0,49.53,50.88,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,61.46,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.39,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.03,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.23,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.99,-1.0,-1.0,-1.0,-1.0,50.0,-1.0,52.96,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.27,50.56,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.98,-1.0,51.57,-1.0,-1.0,41.3,53.58,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.68,-1.0,-1.0,-1.0,-1.0,56.79,-1.0,-1.0,53.64,-1.0,-1.0,-1.0,-1.0,57.14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.9
zeri,5 Tier,0.45990000000000003,0.0036,0.0189,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.57,-1.0,-1.0,-1.0,-1.0,-1.0,43.49,46.41,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.41,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.39,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.96,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.81,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.69,35.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43.4,-1.0,39.85,-1.0,-1.0,-1.0,43.76,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.74,-1.0,-1.0,-1.0,-1.0,42.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.45,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.29,-1.0,-1.0,-1.0
